lat_block,lon_block,count
0.705,0.492,3
0.654,0.501,3
0.656,0.146,3
0.738,0.493,3
0.738,0.377,3
0.539,0.241,3
0.7010000000000001,0.545,3
0.706,0.7010000000000001,2
0.429,0.616,2
0.735,0.402,2
0.672,0.405,2
0.711,0.464,2
0.886,0.255,2
0.661,0.135,2
0.668,0.487,2
0.667,0.425,2
0.719,0.455,2
0.418,0.113,2
0.68,0.386,2
0.23500000000000001,0.38,2
0.748,0.47800000000000004,2
0.6890000000000001,0.431,2
0.6890000000000001,0.356,2
0.769,0.47200000000000003,2
0.768,0.444,2
0.743,0.517,2
0.682,0.388,2
0.7030000000000001,0.399,2
0.8250000000000001,0.47700000000000004,2
0.739,0.482,2
0.738,0.521,2
0.738,0.498,2
0.737,0.493,2
0.47600000000000003,0.459,2
0.74,0.379,2
0.739,0.519,2
0.739,0.483,2
0.73,0.542,2
0.807,0.526,2
0.807,0.524,2
0.731,0.486,2
0.684,0.387,2
0.746,0.528,2
0.736,0.363,2
0.735,0.5670000000000001,2
0.709,0.436,2
0.708,0.441,2
0.787,0.539,2
0.795,0.166,2
0.6940000000000001,0.4,2
0.79,0.498,2
0.912,0.491,2
0.794,0.432,2
0.527,0.267,2
0.759,0.369,2
0.715,0.523,2
0.917,0.491,2
0.73,0.552,2
0.771,0.549,2
0.729,0.495,2
0.729,0.39,2
0.728,0.538,2
0.728,0.536,2
0.728,0.481,2
0.729,0.538,2
0.6990000000000001,0.54,2
0.804,0.448,2
0.801,0.509,2
0.765,0.5640000000000001,2
0.8310000000000001,0.451,2
0.726,0.6,2
0.726,0.551,2
0.741,0.46,2
0.997,0.324,2
0.767,0.34600000000000003,2
0.724,0.44,2
0.723,0.482,2
0.723,0.467,2
0.746,0.425,2
0.745,0.601,2
0.783,0.379,2
0.595,0.393,2
0.6880000000000001,0.44,2
0.74,0.677,2
0.74,0.494,2
0.6990000000000001,0.401,2
0.6980000000000001,0.446,2
0.731,0.543,2
0.402,0.167,2
0.75,0.598,1
0.91,0.496,1
0.876,0.5630000000000001,1
0.329,0.47000000000000003,1
0.716,0.677,1
0.895,0.45,1
0.716,0.541,1
0.715,0.558,1
0.713,0.47000000000000003,1
0.756,0.599,1
0.66,0.508,1
0.737,0.434,1
0.538,0.465,1
0.512,0.41400000000000003,1
0.762,0.088,1
0.654,0.123,1
0.757,0.595,1
0.681,0.295,1
0.683,0.434,1
0.749,0.497,1
0.749,0.543,1
0.75,0.45,1
0.758,0.594,1
0.717,0.558,1
0.733,0.47100000000000003,1
0.775,0.459,1
0.6910000000000001,0.442,1
0.742,0.425,1
0.742,0.481,1
0.742,0.496,1
0.742,0.509,1
0.743,0.515,1
0.628,0.629,1
0.728,0.535,1
0.729,0.484,1
0.729,0.536,1
0.774,0.47500000000000003,1
0.6960000000000001,0.44,1
0.6970000000000001,0.47900000000000004,1
0.734,0.516,1
0.495,0.095,1
0.508,0.431,1
0.51,0.24,1
0.7000000000000001,0.448,1
0.7000000000000001,0.533,1
0.727,0.386,1
0.766,0.609,1
0.767,0.49,1
0.743,0.496,1
0.838,0.604,1
0.724,0.423,1
0.724,0.489,1
0.7030000000000001,0.59,1
0.746,0.386,1
0.6890000000000001,0.354,1
0.603,0.456,1
0.61,0.509,1
0.779,0.439,1
0.741,0.487,1
0.731,0.555,1
0.6980000000000001,0.445,1
0.6990000000000001,0.438,1
0.454,0.328,1
0.7020000000000001,0.591,1
0.7030000000000001,0.441,1
0.739,0.497,1
0.786,0.538,1
0.733,0.524,1
0.808,0.423,1
0.73,0.468,1
0.73,0.52,1
0.73,0.537,1
0.731,0.403,1
0.741,0.506,1
0.6880000000000001,0.405,1
0.747,0.391,1
0.747,0.536,1
0.764,0.446,1
0.843,0.593,1
0.38,0.907,1
0.85,0.391,1
0.709,0.437,1
0.736,0.46,1
0.789,0.41200000000000003,1
0.79,0.434,1
0.79,0.457,1
0.6930000000000001,0.448,1
0.736,0.488,1
0.737,0.382,1
0.67,0.278,1
0.714,0.522,1
0.713,0.372,1
0.677,0.512,1
0.712,0.537,1
0.712,0.47600000000000003,1
1.071,0.158,1
0.23500000000000001,0.35100000000000003,1
0.539,0.603,1
0.534,0.254,1
0.794,0.494,1
0.734,0.529,1
0.711,0.40900000000000003,1
0.751,0.486,1
0.753,0.447,1
0.754,0.556,1
